id	ER-NOD-ERR1084805	ER-NOD-ERR1084806	ER-ATH-ERR1084764	ER-ATH-ERR1084765	TN-NOD-ERR1084798	TN-NOD-ERR1084799	TN-ATH-ERR1084768	TN-ATH-ERR1084766
ENSG00000116035	0	0	4.43274	3.92089	0	0	2.33416	0
ENSG00000116039	0	0	3.17998	2.0682	0	0	1.67524	0
ENSG00000116062	0	0	0	1.90876	0	0	0	0
ENSG00000116132	0	1.88244	0	1.5961	1.9983	0	2.17808	9.64968
ENSG00000116138	2.15283	0	3.13031	0	0	0	0	0
ENSG00000116288	2.91657	2.91657	0	0	0	0	0	0
ENSG00000116299	0	0.531265	0	0	0	0	0	0
ENSG00000116337	7.51009	6.81927	8.21172	8.60212	7.57784	6.3798	8.79951	7.12667
ENSG00000116497	0	0	0	0	0	0	0	0
ENSG00000116560	0.677517	0	0	0	0	0	0	1.09988
ENSG00000116704	0	0	0	0	0	0	0	0
ENSG00000116771	0	0	0	0	0	0	0	0
ENSG00000117036	3.26018	1.46277	3.15022	2.63149	1.38407	3.98565	3.24113	5.32569
ENSG00000117245	4.30568	5.97157	3.07686	3.28659	2.46468	3.51005	3.25118	4.37162
ENSG00000117280	0	0	0	0	0.762319	0	0	0
ENSG00000117360	0	0	0	0	0	0	0	0
ENSG00000117385	0	0	0	0	0	0	0	0
ENSG00000117448	0	0	0	0	0	0	0	0
ENSG00000117461	0	0	0	0	0	0	0.914201	0
ENSG00000117507	0	0	0	0	5.50716	2.4495	3.33713	0
ENSG00000117523	0	0	0	0	0	0	0	0
ENSG00000117643	0	0	0	0	0	0	0	0.47297
ENSG00000117834	1.2006	0	0	0	2.68843	0	2.67372	0
ENSG00000117868	0	0	0	0	0	0	0	0
ENSG00000117899	0	0	0	1.45926	0	0	0	0
ENSG00000118473	0	0	0	2.72721	5.37805	7.07134	2.40086	6.61136
ENSG00000118513	0	0	0	0	0	0	0.579029	0
ENSG00000118785	2.06015	0	0	0	0	6.20835	3.46583	1.76744
ENSG00000118849	6.7061	3.28659	4.31597	4.69472	6.93213	7.98203	9.59791	6.46234
ENSG00000118855	0	0	0	0	0	0	0	0
ENSG00000119004	0	0	0	0	0	0	0	0
ENSG00000119125	0	0	0	0	0	0	0	0
ENSG00000119402	0	0	0	0	0	0	0	0
ENSG00000119403	0	0	0	0	0	0	1.47294	1.36665
ENSG00000119537	0	0	0	0	0	0	0.343588	0
ENSG00000119559	1.93532	0	0	0	0	0	0	0
ENSG00000119616	0	0	0	0	0	0	0	0
ENSG00000119661	0	0.925922	0	0	0	0	0	0
ENSG00000119705	2.81365	0	0	0	1.51934	0	0	0
ENSG00000119711	0.796478	0.54739	0	0	0	0.169738	1.42926	0.20814
ENSG00000119723	0	0	0	0	0	0	0	0
ENSG00000119729	0	0	0	0	0	0	0	3.24113
ENSG00000119820	0.47108	0.406484	0	0	0	0	0.329873	0
ENSG00000119865	1.26674	2.31365	0	0	0	0	3.54872	8.56612
ENSG00000119899	0	0	0	0	0	0	0	0
ENSG00000119900	5.45775	5.32622	6.09108	5.96095	5.60064	7.82592	8.5345	6.37523
ENSG00000119917	0	0	0	0	0	0	0	0
ENSG00000120029	0	0	0	0	0	0	0	0
ENSG00000120075	2.95168	9.14118	0	0	2.83549	5.48176	0	5.77787
ENSG00000120093	0	4.73311	0	0	2.42787	4.47817	0	5.8914
ENSG00000120158	0	0	0	0	0	0	0	0
ENSG00000120253	0	0	0	0	0.654239	0	0.862429	0
ENSG00000120314	0.641929	0	0	0	0	0.270333	0	0
ENSG00000120334	0.874422	0	0	0	0	0	0	0
ENSG00000120669	3.76363	3.26707	3.87566	0	2.87914	2.13631	4.16809	3.91099
ENSG00000120709	0	0	0	0	0	0	0.904711	0
ENSG00000120802	0	0	0	0	0	0	0	0
ENSG00000120868	0	0	0	0	0	0.605021	0	0
ENSG00000120907	0	0	0	0	0	0	0	0
ENSG00000120925	0	0	0	0	0	0	0	0
ENSG00000121310	0	0	0	0	0	0	0	0
ENSG00000121406	0	0	0	0	0	0.166191	0	0.210954
ENSG00000121570	0.757291	0	0	0	0	1.10285	0.591993	0
ENSG00000121716	0.614777	0	0	0	0	0	0	0.293254
ENSG00000121742	0	0	0	0	4.33522	1.89783	3.66911	0
ENSG00000121848	0.770698	0.42152	0	0	0.341054	0.692684	0.293254	0.163233
ENSG00000121858	0	0	0	0	0	0	0	0
ENSG00000121904	0	0	0	0	0	0	0	0
ENSG00000122026	0	0	0	0	0	0	0	0
ENSG00000122194	0	0	0	0	1.34892	0	0	1.74291
ENSG00000122203	4.68023	4.27898	6.35543	6.51354	5.5215	5.18481	5.43869	5.35063
ENSG00000122417	0	0	0	0	0.23137	0.221369	0.804793	0.301671
ENSG00000122484	0.458843	1.67013	1.34892	0	0.930493	0.983561	1.11073	0.524157
ENSG00000122592	2.87043	0	0	0	6.45484	2.16008	7.55123	6.09711
ENSG00000122696	0	1.45926	0	0	0	0	0	0
ENSG00000122705	1.08414	0	0	0	0	0	0	0
ENSG00000122741	0	0	0	0	0	0	0	0.696202
ENSG00000122882	0	0	0	0	0	0	0	0
ENSG00000123106	0	0	0	0	0	0	0	0
ENSG00000123130	0	0.752613	0	0	0.347157	0.350208	0	0
ENSG00000123154	0	1.04357	2.78538	0	0	2.06015	1.64869	0
ENSG00000123178	0	0	0	1.67013	0	0	0	0
ENSG00000123179	0	0	0	0	2.11197	0	0	2.21369
ENSG00000123219	0	0	0	0	1.60947	0	0	0
ENSG00000123352	0	1.81229	0	0	0	0	0	0
ENSG00000123358	0.697668	0	0	0	0	0	0	0
ENSG00000123416	10.2742	9.55431	10.2378	10.1756	9.6688	9.52279	8.91506	9.28247
ENSG00000123473	0	0	0	0	0	0	0	0
ENSG00000123576	0	0	0	0	2.0796	0.862429	0	5.04735
ENSG00000123610	0	0	0	0	2.956	3.10603	1.19232	7.26195
ENSG00000123636	0.524157	0.485016	0	0	0	0	0.280793	0
ENSG00000123700	0	0	0	0	3.26018	3.39051	0.348318	0.209551
ENSG00000123843	0.982406	5.16832	4.15617	4.26846	2.89541	2.50422	1.98412	0
ENSG00000124019	0	0	0	0	1.56132	0.545347	3.8949	4.39276
ENSG00000124102	5.83624	0	0	0	3.39051	3.44019	9.70676	5.43847
ENSG00000124120	0.711732	0	0	0	0	0	0	0
ENSG00000124171	0	0	0	0	0	0	0	0
ENSG00000124217	0	0	0	0	0	0	0.760638	0
ENSG00000124228	0	0	0	0	0.248631	0	0	0
ENSG00000124243	0	0	0	0	0	0	0	0
ENSG00000124260	0	6.75432	0	0	1.45926	0.906152	1.19633	8.25119
ENSG00000124429	5.30886	5.48151	2.63474	2.751	2.34518	0.696202	4.25873	0.324
ENSG00000124444	0	0	0	0	0	0	0	0
ENSG00000124532	0	0	0	0	0.724241	0	0	0
ENSG00000124574	2.0959	4.47817	0	0	0	1.63136	1.80765	0
ENSG00000124608	0	0	0	0	0	0	0	0.329873
ENSG00000124678	0	0	0	0	0	1.47294	0	0
ENSG00000124766	2.87914	2.27724	3.44827	3.3495	4.47817	4.00907	2.76031	5.09387
ENSG00000124831	0	0	0	0	0	0	0	0
ENSG00000124875	0	0	0	0	0	2.02497	0	0
ENSG00000124882	5.93217	6.67817	2.0545	1.34892	0.204553	4.53419	0.982406	2.44368
ENSG00000125124	0	0	0	1.18977	0	0	0	0
ENSG00000125166	2.83026	1.95543	3.31963	3.57972	1.19232	2.0682	1.93232	2.69435
ENSG00000125347	0	0	0	0	0	0	0	0
ENSG00000125354	0	0	2.00015	0	0	0	0	0
ENSG00000125363	0	0	3.05386	3.62221	0	1.62211	0	1.73624
ENSG00000125388	0	0	0	0	0	0	0	0
ENSG00000125462	0	0.58902	0	0	0	0	0.403727	0
ENSG00000125611	0.939114	0	1.88244	0	0	0.34285	0	0
ENSG00000125730	0	0	3.12294	0	0	0	0	0
ENSG00000125845	3.15428	2.68843	0	2.04004	3.47903	0.96777	5.36532	4.85846
ENSG00000125875	0	0	1.56676	0	0	0	0	0
ENSG00000126067	0	0	0	0	0	0	0	0
ENSG00000126070	0.446822	0.777243	0	1.04357	0	0.107025	0.248631	0.161579
ENSG00000126217	0	1.45806	0	0	0	0	0	0
ENSG00000126550	0	0	0	0	0	0.296034	0.552318	0
ENSG00000126562	0	0	0	0	0	0	0	0
ENSG00000126653	0	0	0	0	0	0	0	0
ENSG00000126768	0	0	0	0	0	0	0	1.90876
ENSG00000126785	0	0	0	0	3.16235	3.22191	0	5.23223
ENSG00000126952	0	2.08799	4.24378	3.74273	0	0	0	2.95168
ENSG00000126953	2.19376	2.52843	2.73577	2.58046	1.9133	2.42118	1.61962	4.19314
ENSG00000127054	0	0	0	1.70365	0	0	0	0
ENSG00000127445	0	0	0	0	0	0	0	0
ENSG00000127483	0	0	0	0	0	0	0.516555	0
ENSG00000127507	0	0	0	0	0	0	0.641929	0
ENSG00000127526	0.823896	0.57577	0	0	0	0.524157	0	0.223334
ENSG00000127603	0.629691	0	0	0	0	0	0	0
ENSG00000127804	0	0	0	0	0	0	0	0
ENSG00000127824	0	0	0	0	0.621429	2.63474	0	0
ENSG00000128266	0	0	0	0	0	1.79665	0	0
ENSG00000128309	0	0	0	0	0	0.163233	0	0
ENSG00000128335	0	0	0	0	0	0	0	0
ENSG00000128383	0	0	0	0	0	0	0	0
ENSG00000128422	0	0	0	0	0	2.1405	0	0
ENSG00000128710	1.83782	0	0	0	0	0	1.26674	5.95187
ENSG00000128713	0	0	0	0	4.30568	2.62064	1.84682	7.54758
ENSG00000128714	0	0	0	0	6.61157	0	3.67658	8.11535
ENSG00000128739	0	0	0	0	1.29126	0	0	0
ENSG00000128805	2.03318	0	0	0	2.27056	3.3495	3.23504	1.89281
ENSG00000128928	0	0	0	0	0	0	0	0
ENSG00000128989	0	0.55807	0	0	0.169738	0	0	0
ENSG00000129197	0	0.808013	0	0	0	0	0	0
ENSG00000129255	0	0	0	0	2.41001	0	0	2.65914
ENSG00000129451	0	0	0	0	0	0	0	0
ENSG00000129465	6.20845	7.11827	4.30165	4.19314	5.80486	3.25515	4.53419	2.16505
ENSG00000129480	0	0	1.98854	0	0	0	0	0.639387
ENSG00000129514	2.68039	3.07686	2.69435	2.83549	0.710736	0.760638	0	0
ENSG00000129595	0	0	0	0	0	0	0.782118	0
ENSG00000129667	0	0	0	0	0	0	0	0
ENSG00000129990	0	0	0	0	0	0.30635	0	0.353889
ENSG00000130052	0	2.23433	0	0	0	0	0	2.62064
ENSG00000130158	0	0	0	0	0.360766	0	0	0
ENSG00000130164	0.570411	0	0	0	0	0	0	0
ENSG00000130234	3.51005	0	0	3.09173	5.84009	6.09287	5.29496	0
ENSG00000130244	0	0	0	0	0.267169	0	0.49151	0
ENSG00000130254	0	0	0	0	1.76744	0	0	2.06015
ENSG00000130299	0	0	0	0	0	0	0	0
ENSG00000130304	0	0	0	0	0	0	0	0
ENSG00000130307	0	0	0	0	0	0	0	0
ENSG00000130332	0	0	0	0	0	0	2.26093	0
ENSG00000130363	0	0	1.44027	1.15537	0	0	0	0
ENSG00000130413	0.591993	0	0	0	0	0	0	0
ENSG00000130429	0	0	0	0	0	0	0	0
ENSG00000130529	0	0	0	2.06015	0.696202	0	2.09908	0
ENSG00000130561	0	0	0	0	0	0.198726	0	0
ENSG00000130592	3.31963	0	0	0	1.16334	4.89632	3.11453	3.63495
ENSG00000130669	0	0	1.49531	0	0	0	0	0
ENSG00000130702	0	0	0	0	0	0	0	0.833476
ENSG00000130703	0	0	0	0	0	0	0	0.988285
ENSG00000130713	0	0	0	0	0	0	0	1.53795
ENSG00000130741	0	0	0	0	0	0	0	0.617084
ENSG00000130772	0	0	0	0	0	0	0	0
ENSG00000130779	0	0	0	0	0	0	0	0
ENSG00000130812	4.38406	4.79017	0	4.53419	3.66911	3.13693	3.83876	0
ENSG00000130813	7.3139	7.33795	6.04763	6.28631	5.81072	5.31714	6.64482	5.89211
ENSG00000130921	2.24826	1.61201	0	0	0	0.970427	0	0.348318
ENSG00000130939	0	0	0	1.87502	0	0	0	0
ENSG00000130940	5.25227	3.85765	5.71396	5.23809	4.75665	4.7156	3.04761	0
ENSG00000130988	1.71823	3.13031	3.32562	3.33713	2.85387	6.22735	6.10727	6.18448
ENSG00000131080	0	5.802	1.87094	2.08298	3.28212	0	3.10603	4.42411
ENSG00000131174	0	0	0	0	0	0	0	0
ENSG00000131242	0	0	0	0	0	0	0	0
ENSG00000131437	0	0	0	0	0	0	0	0
ENSG00000131462	2.56084	0	3.45462	0	1.17985	0	0	2.29856
ENSG00000131626	0	2.61213	0	0	0	0	0	0
ENSG00000131795	0	0	0	1.28308	0	0	0	0
ENSG00000132024	0	0	0	0	0	0	0	0
ENSG00000132153	0	3.54872	0	0	0	0.884226	0	0
ENSG00000132196	0	0	0	0	0	0	0	0
ENSG00000132274	0	2.87043	3.62221	3.51005	0	0	0	0
ENSG00000132297	0	0.939114	0	0	0	0	0	0.748262
ENSG00000132326	0	0.520854	0	0	0.732966	0.156686	1.04357	0
ENSG00000132330	0	0	0	0	0	0	0	0
ENSG00000132498	0	0	0	0	0	0	0	0
ENSG00000132561	0	1.06549	0	0	0	0	0	0.816965
ENSG00000132570	0	0	2.56084	0	0	1.09988	0	0
ENSG00000132680	0	0	1.63922	0	0	0	0	0
ENSG00000132793	0	0	0	0	0.218567	0	0	0
ENSG00000132840	0	0	0	0	0	0	0	0
ENSG00000132874	0.970427	2.07763	0	0	0.692684	0	1.78839	0
ENSG00000132915	0	0	0	1.69302	0.593244	0.175546	1.10674	0.593244
ENSG00000132967	0	0	0	0	0	1.81947	0	0
ENSG00000132975	0	0	1.59218	0	6.29869	1.52575	6.90556	0
ENSG00000133056	0	0	0	0	0	0	0	0
ENSG00000133059	0	0	0	0	0	0	0	0
ENSG00000133114	0	0	0	1.89281	0	0	0.47297	0
ENSG00000133131	2.76031	3.60113	2.87043	2.78538	1.94357	2.22607	3.09173	2.82021
ENSG00000133138	2.98178	3.90237	3.88525	3.32562	3.42465	2.87914	3.09783	2.35162
ENSG00000133247	0	0	0	0	0	0	0	0
ENSG00000133460	0	0	0	0	0.42152	0	0	0
ENSG00000133466	0	0	0	0	0	0	1.09393	0
ENSG00000133488	0	0	0	0	0	0	0	0
ENSG00000133627	0	0	0	0	0	0	0	0.20598
ENSG00000133789	0	0	0	0	0	0	0	0
ENSG00000133805	2.62064	2.72721	5.08432	4.8126	2.84559	2.85387	2.92558	0.752613
ENSG00000133812	0	0.906152	0	0	0	0	0	0
ENSG00000133816	5.3166	3.15428	5.27684	5.22343	5.01794	5.95604	4.19314	4.1423
ENSG00000133884	0.516555	0	1.5961	0	0	0	0.380206	0
ENSG00000133980	0.710736	0	1.84682	1.60238	1.95543	0	7.15138	0
ENSG00000133983	7.20432	6.69717	6.76816	7.08262	6.20641	6.62602	6.06868	7.6622
ENSG00000134061	0	0	0	1.73624	4.89632	4.55808	5.11739	0
ENSG00000134086	0	0	1.78839	0	0	0	0	0
ENSG00000134146	2.54509	0	0	1.60947	0	0	0	0
ENSG00000134184	2.09258	7.6762	0	4.85846	6.35069	0	2.99146	5.63729
ENSG00000134201	0	0	0	0	0	0	0	0
ENSG00000134202	0	0	0	0	0	0	0	0
ENSG00000134248	1.58312	1.71823	2.68843	2.47895	1.84195	2.29856	2.30869	0.855816
ENSG00000134265	0	0	0	0	0	0	0.52676	0
ENSG00000134283	1.18306	0	0	0	0	1.18306	0	0
ENSG00000134285	0	0	0	0	0	0	0	0
ENSG00000134324	0	0	0	0	0	1.85152	0	0
ENSG00000134375	0	0	0	0	0	0	0	0.68707
ENSG00000134461	0	0	0	0	0	0	0	0
ENSG00000134539	0	0	0	0	0	0	0.634032	0
ENSG00000134548	3.44827	3.19737	3.55676	2.14381	3.13693	3.47903	3.47903	5.21499
ENSG00000134697	0	0	0	0	0	0	0	0
ENSG00000134717	0	0.96777	2.13631	0	0	1.51278	0	3.47903
ENSG00000134757	0	0	1.52575	0	0	0.690892	0	0
ENSG00000134762	0	0	0	0	0	1.49531	0.545347	0.159915
ENSG00000134873	0	0	0	0	5.98154	2.19376	4.00907	4.01367
ENSG00000134874	0	0	0	0	0	0.171474	0.418854	0
ENSG00000134882	0	0	0	0	0	0	0	0
ENSG00000134897	0	0	0	0	0	0	0	0
ENSG00000134986	0	0	0	0	0	0	0	0
ENSG00000135077	0	0	0	0	0	0	0	0
ENSG00000135093	1.84682	1.56132	3.71164	3.39051	2.21895	0.933818	0.554976	0
ENSG00000135119	0	0	0	0	0	0	0	0
ENSG00000135124	0.58902	0.887698	0	0	0	0.811253	0	0
ENSG00000135269	0	0	0	0	0	0	0	0
ENSG00000135378	0.782118	0	0	0	0	0	0	0
ENSG00000135390	0	1.80765	0	0	0	0	0	0
ENSG00000135424	0	0	0	0	0	0	0	2.33076
ENSG00000135452	0	0	0	0	0	0	0	0
ENSG00000135480	0	0	0	0	0.718535	0.777243	0	0
ENSG00000135541	0	0	0	0	0	0	0	0
ENSG00000135637	1.12985	0	0	0	0	0	0	0.869798
ENSG00000135720	8.72652	7.27072	9.5239	9.70915	8.41457	8.82747	8.3377	9.38046
ENSG00000135747	0	0	0	0	0	0	0.699019	0
ENSG00000135778	0	0	0	0	0	0	0	0
ENSG00000135903	0	3.00675	0	2.0796	7.03791	0	0	6.99691
ENSG00000135917	0	0	0	0	0	0	2.01389	0
ENSG00000135956	0	0	0	0	0	0	0	0
ENSG00000135966	2.128	0.798963	3.28212	2.50422	2.01389	1.28308	1.24443	1.12676
ENSG00000135968	0	0	0	0	0	0	0	0
ENSG00000135976	0	0	0	0	0	0.649551	0	0
ENSG00000136002	0.862429	0	0	0	0	0	0	0
ENSG00000136051	0	0	0	0	0	0.406484	0	0
ENSG00000136155	1.57943	0.936763	0	2.33416	0.351295	0	7.12507	0
ENSG00000136169	0	2.72165	0	0	0	0	0	0
ENSG00000136231	0	0	0	0	0	0	0	0
ENSG00000136243	0	0	0	0	0	0	0	0
ENSG00000136319	0	0	0	0	0.53618	0	0	0
ENSG00000136381	0	0.602227	0	1.44027	0	0	0	0
ENSG00000136634	0	0	0	0	0	0.831231	0	0
ENSG00000136682	0	0	0	0	0	0	0	0
ENSG00000136731	0.565562	0	1.37782	1.22602	0	0	0	0.156686
ENSG00000136819	0	1.20507	0	0	0	0	0	0
ENSG00000136868	0	0	1.60947	0	0	0	0	0
ENSG00000136944	0	0	0	0	0	0	0	0
ENSG00000137033	0.829654	0	0	1.74291	3.05386	3.60113	2.37331	5.56153
ENSG00000137171	0	0	0	0	0	0	0	0
ENSG00000137270	2.14381	0.811253	2.42118	2.46989	1.92344	0.480789	2.31365	5.83215
ENSG00000137364	0	0	0	0	0	0	1.56676	0
ENSG00000137413	0.715126	0.49151	0	1.60572	0.102086	0.61062	0	0
ENSG00000137497	3.66911	0.718535	0	0	2.7899	2.01748	0.76433	0.877387
ENSG00000137500	0.651781	0	0	2.18276	0	1.04357	0	0
ENSG00000137501	0	0	3.54872	0	0	0	0	0
ENSG00000137642	0	0	0	0	0	0	0	0.760638
ENSG00000137747	0	0	0	0	0	0.53618	0	0
ENSG00000137809	1.13824	0.842667	4.07017	0	3.90237	2.68039	2.00452	4.89632
ENSG00000137814	0	0	0	0	0	0	0	0.618234
ENSG00000137818	0	0	0	0	0	0	0	0
ENSG00000137822	0.632597	0.629691	0	0	0	0	0	0
ENSG00000137871	0	0	0	0	0	0	0.792319	0
ENSG00000137996	0	0	0	0	0	0	0	0
ENSG00000138028	0	0	2.33994	0	0	0	0	0
ENSG00000138032	0	0	0	0	0	0	0	0
ENSG00000138035	0	0	2.80432	0	1.9679	0.775509	1.48196	1.76173
ENSG00000138131	1.64869	0	4.39276	2.98661	0	3.96883	5.10528	0.360233
ENSG00000138152	4.08149	1.15537	0	0	1.51278	2.17088	0	3.18633
ENSG00000138162	0	0	0	0	0	1.2006	0	1.41821
ENSG00000138326	0	0	0	0	0	0	0	0
ENSG00000138435	0	2.22607	0	0	0.757291	0	0	0.979562
ENSG00000138443	0	0	0	0	0	0	0	0
ENSG00000138468	0	0	3.86985	0	3.59048	0	0	0
ENSG00000138587	0	0	0	0	0	0	0	0
ENSG00000138593	2.60392	0	4.19314	3.33084	2.00452	2.08298	0	0
ENSG00000138604	0	0	0	0	0	0	0	1.73259
ENSG00000138757	0	0	0	0	0	0	0	0
ENSG00000138760	0	0	0	0	0	0	0	0
ENSG00000139117	1.67858	4.58921	0	2.09258	1.11772	0	3.26707	7.22792
ENSG00000139154	2.18276	0	0	0	0	0	0	0
ENSG00000139160	0	0	0	0	0	0	0	0
ENSG00000139178	0	0	0	0	0	0	0	0
ENSG00000139218	1.47771	0	0	0	0	0	0	0
ENSG00000139266	0	0	0	0	0	0	0	1.67858
ENSG00000139344	0	2.28838	0	0	0	4.37162	2.73577	0
ENSG00000139433	0	0	0	0	0	0	0	0.710736
ENSG00000139547	0	0	0	0	0	0	0	0
ENSG00000139719	0.960728	0.601075	2.06015	0	0.20814	0.597716	0	0
ENSG00000139722	0	0	0	0	0	0	0	0
ENSG00000139726	0	0.80968	0	0	0	0	0	0
ENSG00000139974	0	2.6393	0	0	0	0	0	0
ENSG00000140025	2.25559	0	0	0	0	0	0	0
ENSG00000140264	0	0	0	0	0	0	0	0
ENSG00000140265	0.602227	0	0	0	0	0	0	0
ENSG00000140279	0	0	0	0	0.408966	0.107814	0	0
ENSG00000140443	7.31445	9.15542	8.83035	8.20204	8.23278	5.88045	6.10135	4.54293
ENSG00000140451	0	0	0	0	1.18306	0	0.906152	0
ENSG00000140459	2.1405	0	0	0	2.82021	5.02598	6.8501	5.13203
ENSG00000140464	0	0	0	0	0	0	0	0
ENSG00000140557	0	0	0	0	3.95509	1.49002	0	6.20211
ENSG00000140612	0	0	0	0	0.84896	0	0.285581	0
ENSG00000140632	0	0	0	0	0	0	0	1.61201
ENSG00000141141	0	0	1.45926	0	0	0	0	0.187515
ENSG00000141150	0	0	0	0	0	0	0	0
ENSG00000141252	0	0.47108	0	0	0.213028	0.10865	0	0
ENSG00000141279	0	0	0	0	0	0	0	0
ENSG00000141298	0	0	0	0	0	0	0	0
ENSG00000141446	0	0	0	0	0	1.94357	0	0
ENSG00000141485	0	0	0	1.23317	0	0	0	0
ENSG00000141526	0	0	0	0	0	0	0	0
ENSG00000141543	1.67013	1.84682	1.81947	2.48589	0	0.724241	0	0
ENSG00000141562	0	0	0	0	0	0	0	0.697668
ENSG00000141665	0	0	0	0	0	0	0	0.907628
ENSG00000141750	0	0	0	0	0	0	0	0
ENSG00000141933	0	0	2.35812	0	0	0.418854	0	0
ENSG00000141959	0	0	0	0	0	0	0	0
ENSG00000142002	0	0.955312	0	0	0	0	0	0
ENSG00000142319	0	0	0	0	0	0	0	0
ENSG00000142405	0	0	0	0	0	0	0	0
ENSG00000142459	0	0	0	0	0	0	0	0
ENSG00000142599	2.68843	2.77781	3.14522	3.04299	2.19376	2.20837	0.710736	3.02026
ENSG00000142609	0	0	0	0	0	0	0	0
ENSG00000142686	0	0	0	0	0	0	0	0
ENSG00000142687	0	0	0	0	0	0	0	0
ENSG00000142765	0.936763	0	0	0	0.897448	0	0	0
ENSG00000142910	0	0	0	0	0	0	0	0
ENSG00000142949	0	0	0	0	0	0	0	0
ENSG00000143028	2.73577	0	0	0	2.84201	0.712685	2.35812	5.33682
ENSG00000143127	0	0	0	0	0	0	0	0
ENSG00000143194	0	0	0	0	0	0	0	3.15022
ENSG00000143222	0	0	0	0	0	0	0	1.64869
ENSG00000143257	0	0	0	2.2663	0	0	0	0
ENSG00000143319	0	0	1.86634	0	0	0.711732	0	0
ENSG00000143337	0	0	0	0	0	0	0	0.570411
ENSG00000143367	0	0	0	0	0	0	0	0
ENSG00000143374	0	0	0	0	0	0	0	0.794013
ENSG00000143398	7.43452	7.06789	7.91311	8.11298	7.43177	7.88882	6.84387	6.41912
ENSG00000143420	0	0	0	2.59213	0	0	0	0
ENSG00000143429	0	1.74291	0	0	0	1.12676	2.82708	1.23317
ENSG00000143458	0	0.450442	0	0	0	0	0	0
ENSG00000143494	0	0	0	0	0	0	0	0
ENSG00000143556	9.57638	6.40538	0	0	0	6.99972	4.23076	0
ENSG00000143569	0	0	0	0	0	0	0	0
ENSG00000143632	5.01675	1.69302	6.63136	3.65412	2.83026	5.01622	1.37782	0
ENSG00000143748	0	0	0	0	1.17688	0	0	0
ENSG00000143842	0	0	0	0	0	0	0	0
ENSG00000143947	10.267	9.99719	9.9726	10.0453	11.4098	9.75804	10.7665	11.482
ENSG00000143951	1.78209	2.27056	3.01106	2.32354	2.29856	1.55853	2.88595	2.41001
ENSG00000144029	0	0	0	0	0	0	0	0
ENSG00000144048	0	0	0	0	0	0	0	0
ENSG00000144061	0	0	0	0	0	0	0	0.336252
ENSG00000144134	0	0	0	0	0	0	0	0
ENSG00000144182	0	0	0	0	0	0	0	0
ENSG00000144306	0	1.92344	4.06432	3.16235	0	0	1.60572	0
ENSG00000144357	0	0	0	0	0	0	0	0.341054
ENSG00000144381	0	0	2.09908	0	0	0	0	2.70051
ENSG00000144395	0	0	0	0	0	0	0	0
ENSG00000144401	2.33076	2.57383	2.79279	2.22317	1.20836	1.5961	2.71649	0
ENSG00000144406	0	0	1.9796	0	0	0	0.696202	0
ENSG00000144407	1.34892	0.864518	0	0	2.93173	0.557601	1.90876	1.84682
ENSG00000144455	0	0	0	0	0	0	0	0
ENSG00000144504	0	0.641929	0	0	0	0	0	0
ENSG00000144524	0	0	0	0	0	0	0	0
ENSG00000144642	0	0	0	0	0.614777	0	0	4.57929
ENSG00000144644	0	0	0	0	0	0	0	0
ENSG00000144645	0	0.446822	0	0	0	0	0	0.480789
ENSG00000144713	0	0	3.47259	0	1.9796	2.03671	0	0
ENSG00000144810	0	0	0	1.57943	0.936763	2.31616	2.68039	0
ENSG00000144824	0	0.570411	0	0	0	0	0	0
ENSG00000145012	0.450442	2.37331	0	0	0.520854	0.403727	1.26162	0.136515
ENSG00000145029	0	0	0	0	0	0	0.718535	0
ENSG00000145284	0	0	0	0	0.66228	0.683104	0.869798	0
ENSG00000145348	0	0	0	0	0.0891984	0	0	0
ENSG00000145390	2.72721	0	0	0	0	0	0	0
ENSG00000145476	1.87502	1.53259	2.64521	2.30869	1.52575	1.41821	2.47895	0.408966
ENSG00000145604	0	0	0	0	0.299179	0	0	0
ENSG00000145623	0	0.548606	0	0	0	0	0	0.61062
ENSG00000145687	2.50422	3.48983	0	0	0	0	0	0
ENSG00000145725	0.480789	0.392202	0	0	0.0496791	0.0268889	0	0
ENSG00000145736	0	0	0	0	0	0	0	0
ENSG00000145817	0	0	0	0	0	0	0	0.788196
ENSG00000145868	0	0	0	0	0	0	0	0
ENSG00000145936	0	0	0	0	0	0	0	0
ENSG00000146006	0.54739	2.60919	0	2.01389	1.44027	0.159915	1.49002	3.87566
ENSG00000146070	0	3.46583	3.24113	3.47903	0	5.69776	3.67886	4.28801
ENSG00000146223	0	0.96232	2.36074	0	0	0	0.816965	0.960728
ENSG00000146350	0	0	0	0	0	0	0	1.60238
ENSG00000146373	3.55676	0.408966	0	0	2.05009	4.30568	3.19737	1.81229
ENSG00000146374	0	0	0	2.24337	1.54305	0	1.17112	5.6863
ENSG00000146425	0	0	0	0	0	0	0	0.602227
ENSG00000146477	0	0	0	0	1.10285	0	0	6.01357
ENSG00000146733	0	0	0	0	0	0	0	0
ENSG00000146842	0	0.68707	0	0	0	0	0	0
ENSG00000146966	0	0	0	0	0.30635	0	0.896765	0
ENSG00000147174	0	0	0	0	0.336252	0	0	0
ENSG00000147206	0	0	0	0	0	0	0	3.47259
ENSG00000147381	0	0	0	2.64521	4.68023	7.29605	0	8.95406
ENSG00000147536	0	0	1.75853	0	0.811253	0	0	0
ENSG00000147647	0	0	3.98565	1.95051	1.74291	0	2.97869	5.19185
